Lat,Long,Program,Institution,Conference,Region,Altitude,Local Metro or Area,Media Market,inTransition,Notes,Location,State
32.4487364,-99.7331439,Abilene Christian,Abilene Christian University,WAC,South Central,524,"Abilene, TX","Abilene, TX",0,,"Abilene, Texas",Texas
38.8338816,-104.8213634,Air Force,U.S. Air Force Academy,Mountain West,Mountain,1832,Denver,Denver,0,,"Colorado Springs, Colo.",Colorado
41.0814447,-81.5190053,Akron,University of Akron,Mid-American,Great Lakes,291,Cleveland,Cleveland,0,,"Akron, Ohio",Ohio
33.2098407,-87.5691735,Alabama,University of Alabama,SEC,South,67,Birmingham,Birmingham,0,,"Tuscaloosa, Ala.",Alabama
34.7889792,-86.5719369,Alabama A&M,Alabama A&M University,SWAC,South,220,"Huntsville, AL-TN","Huntsville, AL-TN",0,,"Normal, Ala.",Alabama
32.3668052,-86.2999689,Alabama State,Alabama State University,SWAC,South,73,"Montgomery, AL","Montgomery, AL",0,,"Montgomery, Ala.",Alabama
42.6525793,-73.7562317,Albany,University at Albany,America East,Northeast,45,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY",0,,"Albany, N.Y.",New York
31.8759264,-91.1402026,Alcorn State,Alcorn State University,SWAC,South,66,"Jackson, MS-AL-LA","Jackson, MS-AL-LA",0,,"Lorman, Miss.",Mississippi
38.9371,-77.0869,American,American University,Patriot,Mid-Atlantic,7,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"Washington, D.C.",District of Columbia
36.216795,-81.6745517,Appalachian State,Appalachian State University,Sun Belt,Southeast,981,"Hickory-Morganton, NC-TN","Hickory-Morganton, NC-TN",0,,"Boone, N.C.",North Carolina
32.2217429,-110.926479,Arizona,University of Arizona,Pac-12,West,759,"Tucson, AZ","Tucson, AZ",0,,"Tucson, Ariz.",Arizona
33.414768,-111.9093095,Arizona State,Arizona State University,Pac-12,West,360,Phoenix,Phoenix,0,,"Tempe, Ariz.",Arizona
36.0625795,-94.1574263,Arkansas,"University of Arkansas, Fayetteville",SEC,South Central,427,"Fayetteville-Springdale-Rogers, AR-MO-OK","Fayetteville-Springdale-Rogers, AR-MO-OK",0,,"Fayetteville, Ark.",Arkansas
35.8422967,-90.7042791,Arkansas State,Arkansas State University,Sun Belt,South Central,98,"Jonesboro, AR-MO","Jonesboro, AR-MO",0,,"Jonesboro, Ark.",Arkansas
34.2284312,-92.0031955,Arkansas-Pine Bluff,"University of Arkansas, Pine Bluff",SWAC,South Central,69,Little Rock,Little Rock,0,,"Pine Bluff, Ark.",Arkansas
41.3914827,-73.9559721,Army West Point,U.S. Military Academy,Patriot,Northeast,47,New York City,New York City,0,,"West Point, N.Y.",New York
32.6098566,-85.4807825,Auburn,Auburn University,SEC,South,215,"Columbus, GA-AL","Columbus, GA-AL",0,,"Auburn, Ala.",Alabama
36.5297706,-87.3594529,Austin Peay,Austin Peay State University,ASUN,South,145,Nashville,Nashville,0,,"Clarksville, Tenn.",Tennessee
40.2338438,-111.6585337,BYU,Brigham Young University,Big 12,Mountain,1387,Salt Lake City,Salt Lake City,0,,"Provo, Utah",Utah
40.1933767,-85.3863599,Ball State,Ball State University,Mid-American,Great Lakes,290,Indianapolis,Indianapolis,0,,"Muncie, Ind.",Indiana
31.549333,-97.1466695,Baylor,Baylor University,Big 12,South Central,143,Dallas/Fort Worth,Dallas/Fort Worth,0,,"Waco, Texas",Texas
38.2198,-85.703,Bellarmine,Bellarmine University,ASUN,Southeast,142,"Louisville, KY-IN","Louisville, KY-IN",0,,"Louisville, Ky.",Kentucky
36.13553,-86.79661,Belmont,Belmont University,Missouri Valley,South,170,Nashville,Nashville,0,,"Nashville, Tenn.",Tennessee
29.2108147,-81.0228331,Bethune-Cookman,Bethune-Cookman University,SWAC,South,4,Orlando,Orlando,0,,"Daytona Beach, Fla.",Florida
42.0850747,-76.053813,Binghamton,Binghamton University,America East,Northeast,253,Syracuse,Syracuse,0,,"Vestal, N.Y.",New York
43.6135002,-116.2034505,Boise State,Boise State University,Mountain West,West,823,"Boise City, ID-OR","Boise City, ID-OR",0,,"Boise, Idaho",Idaho
42.3306529,-71.1661647,Boston College,Boston College,ACC,Northeast,60,Boston,Boston,0,,"Chestnut Hill, Mass.",Massachusetts
42.348889,-71.100278,Boston University,Boston University,Patriot,Northeast,14,Boston,Boston,0,,"Boston, Mass.",Massachusetts
41.3747744,-83.6513229,Bowling Green,Bowling Green State University,Mid-American,Great Lakes,212,"Toledo, OH","Toledo, OH",0,,"Bowling Green, Ohio",Ohio
40.6936488,-89.5889864,Bradley,Bradley University,Missouri Valley,Midwest,152,"Peoria-Pekin, IL","Peoria-Pekin, IL",0,,"Peoria, Ill.",Illinois
41.826111,-71.403056,Brown,Brown University,Ivy League,Northeast,2,Boston,Boston,0,,"Providence, R.I.",Rhode Island
41.9220433,-71.549507,Bryant,Bryant University,America East,Northeast,84,Boston,Boston,0,,"Smithfield, R.I.",Rhode Island
40.9645293,-76.8844101,Bucknell,Bucknell University,Patriot,Mid-Atlantic,144,New York City,New York City,0,,"Lewisburg, Pa.",Pennsylvania
43,-78.789167,Buffalo,"University at Buffalo, the State University of New York",Mid-American,Northeast,183,"Buffalo-Niagara Falls, NY-PA","Buffalo-Niagara Falls, NY-PA",0,,"Buffalo, N.Y.",New York
39.839444,-86.171389,Butler,Butler University,Big East,Great Lakes,219,Indianapolis,Indianapolis,0,,"Indianapolis, Ind.",Indiana
35.3732921,-119.0187125,CSU Bakersfield,"California State University, Bakersfield",Big West,West,123,Los Angeles,Los Angeles,0,,"Bakersfield, Calif.",California
34.228337,-118.5367525,CSUN,"California State University, Northridge",Big West,West,246,Los Angeles,Los Angeles,0,,"Northridge, Calif.",California
35.2827524,-120.6596156,Cal Poly,California Polytechnic State University,Big West,West,71,Los Angeles,Los Angeles,0,,"San Luis Obispo, Calif.",California
33.8702924,-117.925338,Cal State Fullerton,"California State University, Fullerton",Big West,West,50,Los Angeles,Los Angeles,0,,"Fullerton, Calif.",California
37.8715926,-122.272747,California,"University of California, Berkeley",Pac-12,West,52,Bay Area (San Francisco/Oakland),Bay Area (San Francisco/Oakland),0,,"Berkeley, Calif.",California
33.93,-117.425,California Baptist,California Baptist University,WAC,West,252,Los Angeles,Los Angeles,0,,"Riverside, Calif.",California
35.4132168,-78.7355728,Campbell,Campbell University,CAA,Southeast,63,Raleigh/Durham/Chapel Hill,Raleigh/Durham/Chapel Hill,0,,"Buies Creek, N.C.",North Carolina
42.92528,-78.85278,Canisius,Canisius College,Metro Atlantic,Northeast,183,"Buffalo-Niagara Falls, NY-PA","Buffalo-Niagara Falls, NY-PA",0,,"Buffalo, N.Y.",New York
35.0886963,-92.4421011,Central Arkansas,University of Central Arkansas,ASUN,South Central,94,Little Rock,Little Rock,0,,"Conway, Ark.",Arkansas
41.6612104,-72.7795419,Central Connecticut State,Central Connecticut State University,Northeast,Northeast,51,New York City,New York City,0,,"New Britain, Conn.",Connecticut
42.4572514,-86.2472534,Central Michigan,Central Michigan University,Mid-American,Great Lakes,199,Grand Rapids,Grand Rapids,0,,"Mount Pleasant, Mich.",Michigan
32.980833,-80.071111,Charleston Southern,Charleston Southern University,Big South,Southeast,6,"Charleston-North Charleston, SC","Charleston-North Charleston, SC",0,,"Charleston, S.C.",South Carolina
35.2270869,-80.8431268,Charlotte,The University of North Carolina at Charlotte,Conference USA,Southeast,232,Charlotte,Charlotte,0,,"Charlotte, N.C.",North Carolina
35.0456297,-85.3096801,Chattanooga,University of Tennessee at Chattanooga,SoCon,South,206,"Chattanooga, TN-GA","Chattanooga, TN-GA",0,,"Chattanooga, Tenn.",Tennessee
41.7176,-87.6097,Chicago State,Chicago State University,Independent,Midwest,179,Chicago,Chicago,0,,"Chicago, Ill.",Illinois
39.131,-84.516,Cincinnati,University of Cincinnati,Big 12,Great Lakes,191,Cincinnati,Cincinnati,0,,"Cincinnati, Ohio",Ohio
32.797222,-79.961111,Citadel,The Citadel,SoCon,Southeast,6,"Charleston-North Charleston, SC","Charleston-North Charleston, SC",0,,"Charleston, S.C.",South Carolina
34.6834382,-82.8373654,Clemson,Clemson University,ACC,Southeast,221,"Greenville-Spartanburg-Anderson, SC-NC","Greenville-Spartanburg-Anderson, SC-NC",0,,"Clemson, S.C.",South Carolina
41.4994954,-81.6954088,Cleveland State,Cleveland State University,Horizon,Great Lakes,199,Cleveland,Cleveland,0,,"Cleveland, Ohio",Ohio
33.8360035,-79.0478143,Coastal Carolina,Coastal Carolina University,Sun Belt,Southeast,10,"Wilmington, NC-SC","Wilmington, NC-SC",0,,"Conway, S.C.",South Carolina
42.8270136,-75.5446238,Colgate,Colgate University,Patriot,Northeast,342,Syracuse,Syracuse,0,,"Hamilton, N.Y.",New York
32.784167,-79.938056,College Of Charleston,College of Charleston (South Carolina),CAA,Southeast,6,"Charleston-North Charleston, SC","Charleston-North Charleston, SC",0,,"Charleston, S.C.",South Carolina
40.0149856,-105.2705456,Colorado,"University of Colorado, Boulder",Pac-12,Mountain,1624,Denver,Denver,0,,"Boulder, Colo.",Colorado
40.5852602,-105.084423,Colorado State,Colorado State University,Mountain West,Mountain,1525,Denver,Denver,0,,"Fort Collins, Colo.",Colorado
40.7142691,-74.0059729,Columbia,Columbia University-Barnard College,Ivy League,Northeast,10,New York City,New York City,0,,"New York, N.Y.",New York
41.8084314,-72.2495231,Connecticut,University of Connecticut,Big East,Northeast,187,New York City,New York City,0,,"Storrs, Conn.",Connecticut
39.31028,-76.65861,Coppin State,Coppin State University,MEAC,Mid-Atlantic,10,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"Baltimore, Md.",Maryland
42.4406284,-76.4966071,Cornell,Cornell University,Ivy League,Northeast,125,Syracuse,Syracuse,0,,"Ithaca, N.Y.",New York
41.264722,-95.946111,Creighton,Creighton University,Big East,Midwest,323,"Omaha, NE-IA-MO","Omaha, NE-IA-MO",0,,"Omaha, Neb.",Nebraska
43.7022928,-72.2895353,Dartmouth,Dartmouth College,Ivy League,Northeast,162,Boston,Boston,0,,"Hanover, N.H.",New Hampshire
35.4993031,-80.8486846,Davidson,Davidson College,Atlantic 10,Southeast,250,Charlotte,Charlotte,0,,"Davidson, N.C.",North Carolina
39.740415,-84.179213,Dayton,University of Dayton,Atlantic 10,Great Lakes,225,"Dayton-Springfield, OH","Dayton-Springfield, OH",0,,"Dayton, Ohio",Ohio
41.924,-87.656,DePaul,DePaul University,Big East,Midwest,179,Chicago,Chicago,0,,"Chicago, Ill.",Illinois
39.6837226,-75.7496572,Delaware,University of Delaware,CAA,Mid-Atlantic,38,Philadelphia,Philadelphia,0,,"Newark, Del.",Delaware
39.158168,-75.5243682,Delaware State,Delaware State University,MEAC,Mid-Atlantic,9,Philadelphia,Philadelphia,0,,"Dover, Del.",Delaware
42.331427,-83.0457538,Detroit Mercy,University of Detroit Mercy,Horizon,Great Lakes,183,Detroit,Detroit,0,,"Detroit, Mich.",Michigan
41.6005448,-93.6091064,Drake,Drake University,Missouri Valley,Midwest,266,Des Moines,Des Moines,0,,"Des Moines, Iowa",Iowa
35.988611,-78.907222,Duke,Duke University,ACC,Southeast,122,Raleigh/Durham/Chapel Hill,Raleigh/Durham/Chapel Hill,0,,"Durham, N.C.",North Carolina
40.436111,-79.993056,Duquesne,Duquesne University,Atlantic 10,Mid-Atlantic,233,Pittsburgh,Pittsburgh,0,,"Pittsburgh, Pa.",Pennsylvania
36.3134397,-82.3534727,ETSU,East Tennessee State University,SoCon,South,498,"Johnson City-Kingsport-Bristol, TN-VA","Johnson City-Kingsport-Bristol, TN-VA",0,,"Johnson City, Tenn.",Tennessee
35.2454198,-80.8425711,East Carolina,East Carolina University,American,Southeast,210,Charlotte,Charlotte,0,,"Greenville, N.C.",North Carolina
39.4961458,-88.1761521,Eastern Illinois,Eastern Illinois University,OVC,Midwest,205,"Champaign-Urbana, IL","Champaign-Urbana, IL",0,,"Charleston, Ill.",Illinois
37.7478572,-84.2946539,Eastern Kentucky,Eastern Kentucky University,ASUN,Southeast,289,Lexington,Lexington,0,,"Richmond, Ky.",Kentucky
42.2411499,-83.6129939,Eastern Michigan,Eastern Michigan University,Mid-American,Great Lakes,220,Detroit,Detroit,0,,"Ypsilanti, Mich.",Michigan
47.4873895,-117.5757622,Eastern Washington,Eastern Washington University,Big Sky,West,717,"Spokane, WA-ID","Spokane, WA-ID",0,,"Cheney, Wash.",Washington
36.1029132,-79.5066895,Elon,Elon University,CAA,Southeast,215,Greensboro,Greensboro,0,,"Elon, N.C.",North Carolina
37.971631,-87.531552,Evansville,University of Evansville,Missouri Valley,Great Lakes,118,"Evansville-Henderson, IN-KY-IL","Evansville-Henderson, IN-KY-IL",0,,"Evansville, Ind.",Indiana
41.160169,-73.258067,Fairfield,Fairfield University,Metro Atlantic,Northeast,10,New York City,New York City,0,,"Fairfield, Conn.",Connecticut
40.8975992,-74.0159727,Fairleigh Dickinson,"Fairleigh Dickinson University, Metropolitan Campus",Northeast,Mid-Atlantic,35,New York City,New York City,0,,"Teaneck, N.J.",New Jersey
29.6516344,-82.3248262,Florida,University of Florida,SEC,South,54,Jacksonville,Jacksonville,0,,"Gainesville, Fla.",Florida
30.4178,-84.2845,Florida A&M,Florida A&M University,SWAC,South,62,"Tallahassee, FL-GA","Tallahassee, FL-GA",0,,"Tallahassee, Fla.",Florida
26.3586885,-80.0830984,Florida Atlantic,Florida Atlantic University,American,South,4,Miami,Miami,0,,"Boca Raton, Fla.",Florida
26.640628,-81.8723084,Florida Gulf Coast,Florida Gulf Coast University,ASUN,South,3,"Fort Myers-Cape Coral, FL","Fort Myers-Cape Coral, FL",0,,"Fort Myers, Fla.",Florida
25.7742658,-80.1936589,Florida International,Florida International University,Conference USA,South,2,Miami,Miami,0,,"Miami, Fla.",Florida
30.442,-84.298,Florida State,Florida State University,ACC,South,62,"Tallahassee, FL-GA","Tallahassee, FL-GA",0,,"Tallahassee, Fla.",Florida
40.8501002,-73.8662464,Fordham,Fordham University,Atlantic 10,Northeast,15,New York City,New York City,0,,"Bronx, N.Y.",New York
36.7477272,-119.7723661,Fresno State,"California State University, Fresno",Mountain West,West,94,"Fresno, CA","Fresno, CA",0,,"Fresno, Calif.",California
34.8526176,-82.3940105,Furman,Furman University,SoCon,Southeast,307,"Greenville-Spartanburg-Anderson, SC-NC","Greenville-Spartanburg-Anderson, SC-NC",0,,"Greenville, S.C.",South Carolina
35.2059173,-84.0096325,Gardner-Webb,Gardner-Webb University,Big South,Southeast,616,Atlanta,Atlanta,0,,"Boiling Springs, N.C.",North Carolina
38.8462236,-77.3063733,George Mason,George Mason University,Atlantic 10,Southeast,131,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"Fairfax, Va.",Virginia
38.9007,-77.0508,George Washington,George Washington University,Atlantic 10,Mid-Atlantic,7,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"Washington, D.C.",District of Columbia
38.907222,-77.072778,Georgetown,Georgetown University,Big East,Mid-Atlantic,7,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"Washington, D.C.",District of Columbia
33.960948,-83.3779358,Georgia,University of Georgia,SEC,South,228,Atlanta,Atlanta,0,,"Athens, Ga.",Georgia
32.4487877,-81.7831674,Georgia Southern,Georgia Southern University,Sun Belt,South,77,"Savannah, GA-SC","Savannah, GA-SC",0,,"Statesboro, Ga.",Georgia
33.753694,-84.385972,Georgia State,Georgia State University,Sun Belt,South,320,Atlanta,Atlanta,0,,"Atlanta, Ga.",Georgia
33.776,-84.396,Georgia Tech,Georgia Institute of Technology,ACC,South,320,Atlanta,Atlanta,0,,"Atlanta, Ga.",Georgia
47.6587803,-117.4260466,Gonzaga,Gonzaga University,WCC,West,571,"Spokane, WA-ID","Spokane, WA-ID",0,,"Spokane, Wash.",Washington
32.5276503,-92.7140403,Grambling State,Grambling State University,SWAC,South Central,93,"Monroe, LA","Monroe, LA",0,,"Grambling, La.",Louisiana
33.4483771,-112.0740373,Grand Canyon,Grand Canyon University,WAC,West,331,Phoenix,Phoenix,0,,"Phoenix, Ariz.",Arizona
44.519159,-88.019826,Green Bay,University of Wisconsin-Green Bay,Horizon,Great Lakes,180,"Green Bay, WI-MI","Green Bay, WI-MI",0,,"Green Bay, Wis.",Wisconsin
37.0298687,-76.3452218,Hampton,Hampton University,CAA,Southeast,1,Norfolk,Norfolk,0,,"Hampton, Va.",Virginia
42.375097,-71.1056079,Harvard,Harvard University,Ivy League,Northeast,5,Boston,Boston,0,,"Cambridge, Mass.",Massachusetts
21.3069444,-157.8583333,Hawai'i,"University of Hawaii, Manoa",Big West,West,5,"Honolulu, HI","Honolulu, HI",0,,"Honolulu, Hawaii",Hawaii
35.9556924,-80.0053176,High Point,High Point University,Big South,Southeast,281,Greensboro,Greensboro,0,,"High Point, N.C.",North Carolina
40.7062128,-73.6187397,Hofstra,Hofstra University,CAA,Northeast,17,New York City,New York City,0,,"Hempstead, N.Y.",New York
42.2625932,-71.8022934,Holy Cross,College of the Holy Cross,Patriot,Northeast,147,Boston,Boston,0,,"Worcester, Mass.",Massachusetts
29.718922,-95.339162,Houston,University of Houston,Big 12,South Central,12,Houston,Houston,0,,"Houston, Texas",Texas
29.694,-95.515,Houston Christian,Houston Christian University,Southland,South Central,12,Houston,Houston,0,,"Houston, Texas",Texas
38.922222,-77.019444,Howard,Howard University,MEAC,Mid-Atlantic,7,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"Washington, D.C.",District of Columbia
39.773996,-86.176361,IUPUI,Indiana University-Purdue University Indianapolis,Horizon,Great Lakes,219,Indianapolis,Indianapolis,0,,"Indianapolis, Ind.",Indiana
46.7323875,-117.0001651,Idaho,University of Idaho,Big Sky,West,786,"Spokane, WA-ID","Spokane, WA-ID",0,,"Moscow, Idaho",Idaho
42.8713032,-112.4455344,Idaho State,Idaho State University,Big Sky,Mountain,1360,"Idaho Falls, ID-WY","Idaho Falls, ID-WY",0,,"Pocatello, Idaho",Idaho
40.1164205,-88.2433829,Illinois,University of Illinois Urbana-Champaign,Big Ten,Midwest,225,"Champaign-Urbana, IL","Champaign-Urbana, IL",0,,"Champaign, Ill.",Illinois
41.871667,-87.649167,Illinois Chicago,University of Illinois Chicago,Missouri Valley,Midwest,179,Chicago,Chicago,0,,"Chicago, Ill.",Illinois
40.5142026,-88.9906312,Illinois State,Illinois State University,Missouri Valley,Midwest,244,Chicago,Chicago,0,,"Normal, Ill.",Illinois
29.466944,-98.466389,Incarnate Word,University of the Incarnate Word,Southland,South Central,198,San Antonio,San Antonio,0,,"San Antonio, Texas",Texas
39.165325,-86.5263857,Indiana,"Indiana University, Bloomington",Big Ten,Great Lakes,235,Indianapolis,Indianapolis,0,,"Bloomington, Ind.",Indiana
39.4667034,-87.4139092,Indiana State,Indiana State University,Missouri Valley,Great Lakes,152,Indianapolis,Indianapolis,0,,"Terre Haute, Ind.",Indiana
40.9114882,-73.7823549,Iona,Iona University,Metro Atlantic,Northeast,26,New York City,New York City,0,,"New Rochelle, N.Y.",New York
41.6611277,-91.5301683,Iowa,University of Iowa,Big Ten,Midwest,204,"Cedar Rapids, IA","Cedar Rapids, IA",0,,"Iowa City, Iowa",Iowa
42.0347081,-93.6199402,Iowa State,Iowa State University,Big 12,Midwest,287,Des Moines,Des Moines,0,,"Ames, Iowa",Iowa
32.2987573,-90.1848103,Jackson State,Jackson State University,SWAC,South,85,"Jackson, MS-AL-LA","Jackson, MS-AL-LA",0,,"Jackson, Miss.",Mississippi
30.3532,-81.6045,Jacksonville,Jacksonville University,ASUN,South,5,Jacksonville,Jacksonville,0,,"Jacksonville, Fla.",Florida
33.8137125,-85.7613536,Jacksonville State,Jacksonville State University,Conference USA,South,216,Birmingham,Birmingham,0,,"Jacksonville, Ala.",Alabama
38.4495688,-78.8689156,James Madison,James Madison University,Sun Belt,Southeast,404,"Staunton, VA-WV","Staunton, VA-WV",0,,"Harrisonburg, Va.",Virginia
38.9716689,-95.2352501,Kansas,University of Kansas,Big 12,Midwest,264,Kansas City,Kansas City,0,,"Lawrence, Kan.",Kansas
39.0997266,-94.5785667,Kansas City,University of Missouri-Kansas City,Summit League,Midwest,274,Kansas City,Kansas City,0,,"Kansas City, Mo.",Missouri
39.1836082,-96.5716694,Kansas State,Kansas State University,Big 12,Midwest,312,"Topeka, KS","Topeka, KS",0,,"Manhattan, Kan.",Kansas
34.0234337,-84.6154897,Kennesaw State,Kennesaw State University,ASUN,South,332,Atlanta,Atlanta,0,,"Kennesaw, Ga.",Georgia
41.1536674,-81.357886,Kent State,Kent State University,Mid-American,Great Lakes,325,Cleveland,Cleveland,0,,"Kent, Ohio",Ohio
37.9886892,-84.4777153,Kentucky,University of Kentucky,SEC,Southeast,295,Lexington,Lexington,0,,"Lexington, Ky.",Kentucky
40.8131553,-73.5673482,LIU,Long Island University,Northeast,Northeast,72,New York City,New York City,0,,"Brookville, N.Y.",New York
30.4145,-91.17826,LSU,Louisiana State University,SEC,South Central,14,"Baton Rouge, LA-MS","Baton Rouge, LA-MS",0,,"Baton Rouge, La.",Louisiana
40.03925,-75.15325,La Salle,La Salle University,Atlantic 10,Mid-Atlantic,12,Philadelphia,Philadelphia,0,,"Philadelphia, Pa.",Pennsylvania
40.688432,-75.2207323,Lafayette,Lafayette College,Patriot,Mid-Atlantic,97,New York City,New York City,0,,"Easton, Pa.",Pennsylvania
30.0860459,-94.1018461,Lamar,Lamar University,Southland,South Central,5,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX",0,,"Beaumont, Texas",Texas
43.048098,-76.086441,Le Moyne,Le Moyne College,Northeast,Northeast,121,Syracuse,Syracuse,1,transition,"Syracuse, N.Y.",New York
40.6259316,-75.3704579,Lehigh,Lehigh University,Patriot,Mid-Atlantic,109,New York City,New York City,0,,"Bethlehem, Pa.",Pennsylvania
37.4137536,-79.1422464,Liberty,Liberty University,Conference USA,Southeast,192,"Roanoke, VA-NC-WV","Roanoke, VA-NC-WV",0,,"Lynchburg, Va.",Virginia
38.78394,-90.4812298,Lindenwood,Lindenwood University,OVC,Midwest,150,St. Louis,St. Louis,0,,"St. Charles, Mo.",Missouri
36.1058,-86.7976,Lipscomb,Lipscomb University,ASUN,South,170,Nashville,Nashville,0,,"Nashville, Tenn.",Tennessee
34.7464809,-92.2895948,Little Rock,University of Arkansas at Little Rock,OVC,South Central,102,Little Rock,Little Rock,0,,"Little Rock, Ark.",Arkansas
33.7669623,-118.1892348,Long Beach State,Long Beach State University,Big West,West,9,Los Angeles,Los Angeles,0,,"Long Beach, Calif.",California
37.3020965,-78.3919402,Longwood,Longwood University,Big South,Southeast,94,"Richmond-Petersburg, VA","Richmond-Petersburg, VA",0,,"Farmville, Va.",Virginia
30.2240897,-92.0198427,Louisiana,University of Louisiana at Lafayette,Sun Belt,South Central,11,"Lafayette, LA","Lafayette, LA",0,,"Lafayette, La.",Louisiana
32.5232053,-92.637927,Louisiana Tech,Louisiana Tech University,Conference USA,South Central,102,"Monroe, LA","Monroe, LA",0,,"Ruston, La.",Louisiana
38.215,-85.760278,Louisville,University of Louisville,ACC,Southeast,142,"Louisville, KY-IN","Louisville, KY-IN",0,,"Louisville, Ky.",Kentucky
39.346111,-76.618889,Loyola (Md.),Loyola University Maryland,Patriot,Mid-Atlantic,10,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"Baltimore, Md.",Maryland
33.97,-118.418,Loyola Marymount,Loyola Marymount University,WCC,West,89,Los Angeles,Los Angeles,0,,"Los Angeles, Calif.",California
41.9999,-87.6578,Loyola-Chicago,Loyola University Chicago,Atlantic 10,Midwest,179,Chicago,Chicago,0,,"Chicago, Ill.",Illinois
44.8831249,-68.671977,Maine,"University of Maine, Orono",America East,Northeast,38,"Bangor, ME","Bangor, ME",0,,"Orono, Maine",Maine
40.90056,-73.90639,Manhattan,Manhattan College,Metro Atlantic,Northeast,55,New York City,New York City,0,,"Riverdale, N.Y.",New York
41.7003713,-73.9209701,Marist,Marist College,Metro Atlantic,Northeast,62,New York City,New York City,0,,"Poughkeepsie, N.Y.",New York
43.039167,-87.9325,Marquette,Marquette University,Big East,Great Lakes,187,Milwaukee,Milwaukee,0,,"Milwaukee, Wis.",Wisconsin
38.4192496,-82.445154,Marshall,Marshall University,Sun Belt,Mid-Atlantic,173,"Charleston, WV-KY-OH","Charleston, WV-KY-OH",0,,"Huntington, W. Va.",West Virginia
38.980666,-76.9369189,Maryland,"University of Maryland, College Park",Big Ten,Mid-Atlantic,21,"Washington, D.C./Baltimore","Washington, D.C./Baltimore",0,,"College Park, Md.",Maryland
30.2265949,-93.2173759,McNeese State,McNeese State University,Southland,South Central,4,"Lake Charles, LA","Lake Charles, LA",0,,"Lake Charles, La.",Louisiana
35.1495343,-90.0489801,Memphis,University of Memphis,American,South,78,Memphis,Memphis,0,,"Memphis, Tenn.",Tennessee
32.8406946,-83.6324022,Mercer,Mercer University,SoCon,South,113,"Macon, GA","Macon, GA",0,,"Macon, Ga.",Georgia
42.6987024,-71.1350575,Merrimack,Merrimack College,Northeast,Northeast,29,Boston,Boston,0,,"North Andover, Mass.",Massachusetts
25.72149,-80.2683838,Miami (Fla.),University of Miami (Florida),ACC,South,3,Miami,Miami,0,,"Coral Gables, Fla.",Florida
39.5069974,-84.745231,Miami (Ohio),Miami University (Ohio),Mid-American,Great Lakes,283,Cincinnati,Cincinnati,0,,"Oxford, Ohio",Ohio
42.2708716,-83.7263294,Michigan,University of Michigan,Big Ten,Great Lakes,268,Detroit,Detroit,0,,"Ann Arbor, Mich.",Michigan
42.7369792,-84.4838654,Michigan State,Michigan State University,Big Ten,Great Lakes,260,Detroit,Detroit,0,,"East Lansing, Mich.",Michigan
35.8456213,-86.39027,Middle Tennessee,Middle Tennessee State University,Conference USA,South,186,Nashville,Nashville,0,,"Murfreesboro, Tenn.",Tennessee
43.075,-87.8829,Milwaukee,University of Wisconsin-Milwaukee,Horizon,Great Lakes,187,Milwaukee,Milwaukee,0,,"Milwaukee, Wis.",Wisconsin
44.9799654,-93.2638361,Minnesota,"University of Minnesota, Twin Cities",Big Ten,Midwest,253,Minneapolis/St. Paul,Minneapolis/St. Paul,0,,"Minneapolis, Minn.",Minnesota
33.4503998,-88.8183872,Mississippi State,Mississippi State University,SEC,South,101,"Tupelo, MS-AL-TN","Tupelo, MS-AL-TN",0,,"Starkville, Miss.",Mississippi
33.49512,-90.3198067,Mississippi Valley State,Mississippi Valley State University,SWAC,South,40,"Greenville, MS","Greenville, MS",0,,"Itta Bena, Miss.",Mississippi
38.9517053,-92.3340724,Missouri,"University of Missouri, Columbia",SEC,Midwest,215,"Columbia, MO","Columbia, MO",0,,"Columbia, Mo.",Missouri
37.215326,-93.2982436,Missouri State,Missouri State University,Missouri Valley,Midwest,396,"Springfield, MO","Springfield, MO",0,,"Springfield, Mo.",Missouri
40.2903891,-74.0176381,Monmouth,Monmouth University,CAA,Mid-Atlantic,9,New York City,New York City,0,,"West Long Branch, N.J.",New Jersey
46.872146,-113.9939982,Montana,University of Montana,Big Sky,Mountain,978,"Missoula, MT","Missoula, MT",0,,"Missoula, Mont.",Montana
